name,city,state,location,size_category,type,college_years,college_public_private,acceptance_rate,sat_25th_percentile,sat_50th_percentile,sat_75th_percentile,act_25th_percentile,act_50th_percentile,act_75th_percentile,tuition_in_state,tuition_out_state,room_board,graduation_rate,retention_rate,enrollment,student_faculty_ratio,num_majors,college_board_code,region,popular_majors,median_earnings_10_years,campus_setting,test_optional,gpa_optional,application_deadline_fall,application_fee,average_financial_aid,avg_after_aid,avg_after_aid_costs,percent_receiving_aid,transfer_acceptance_rate,latitude,longitude,housing_available,url,ipeds_id,rating
United States Military Academy,,,,Small,Public,,,0.1,,1400,,,32,,,0,15000,0.9,0.95,4400,,,,,,,Rural,false,false,2024-01-15,,10000,10000,0,0.6,,,,,,,78
United States Naval Academy,,,,Small,Public,,,0.08,,1400,,,32,,,0,15000,0.93,0.95,4500,,,,,,,Suburban,false,false,2024-01-31,,10000,10000,0,0.6,,,,,,,79
United States Sports Academy,,,,Small,Private For-Profit,,,0.7,,1100,,,24,,,15000,12000,0.5,0.7,1000,,,,,,,Suburban,true,false,Rolling,,8000,8000,15000,0.6,,,,,,,41
Unity College,,,,Small,Private,,,0.6,,1100,,,25,,,35000,13000,0.6,0.7,700,,,,,,,Rural,true,false,2024-01-15,,20000,20000,35000,0.8,,,,,,,46
University of Advancing Technology (UAT),,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,20000,12000,0.6,0.7,1000,,,,,,,Suburban,true,false,Rolling,,15000,15000,20000,0.7,,,,,,,43
University of Akron,,,,Large,Public,,,0.6,,1150,,,24,,,22000,13000,0.5,0.7,25000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,22000,0.6,,,,,,,47
University of Alabama - Birmingham,,,,Large,Public,,,0.6,,1230,,,26,,,22000,13000,0.6,0.8,22000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,22000,0.6,,,,,,,51
University of Alabama - Huntsville,,,,Medium,Public,,,0.6,,1250,,,27,,,25000,12000,0.6,0.8,10000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,25000,0.6,,,,,,,52
University of Alabama - Tuscaloosa,,,,Large,Public,,,0.6,,1230,,,27,,,30000,12000,0.68,0.87,38000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,30000,0.65,,,,,,,53
University of Alanta,,,,Large,Public,,,0.5,,1200,,,25,,,30000,12000,0.6,0.75,20000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,30000,0.6,,,,,,,53
University of Alaska (System),,,,Medium,Public,,,0.6,,1100,,,25,,,24000,12000,0.55,0.75,12000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,24000,0.65,,,,,,,50
University of Alaska - Anchorage,,,,Medium,Public,,,0.6,,1100,,,25,,,24000,12000,0.5,0.7,8000,,,,,,,Urban,true,false,2024-08-01,,8000,8000,24000,0.6,,,,,,,48
University of Alaska - Fairbanks,,,,Medium,Public,,,0.6,,1100,,,25,,,27000,12000,0.6,0.7,7000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,27000,0.6,,,,,,,50
University of Alaska - Southeast,,,,Small,Public,,,0.6,,1100,,,25,,,24000,12000,0.5,0.7,1500,,,,,,,Urban,true,false,2024-01-15,,8000,8000,24000,0.6,,,,,,,45
University of Arizona,,,,Large,Public,,,0.85,,1230,,,26,,,36000,13000,0.67,0.85,46000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,36000,0.65,,,,,,,44
University of Arkansas (System),,,,Large,Public,,,0.65,,1200,,,25,,,24000,12000,0.65,0.8,20000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,24000,0.65,,,,,,,50
University of Arkansas at Fayetteville,,,,Large,Public,,,0.65,,1280,,,28,,,26000,12000,0.66,0.87,29000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,26000,0.65,,,,,,,52
University of Arkansas at Little Rock,,,,Medium,Public,,,0.65,,1100,,,24,,,22000,12000,0.55,0.75,11000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,22000,0.65,,,,,,,47
University of Arkansas at Monticello,,,,Small,Public,,,0.7,,1050,,,21,,,16000,12000,0.5,0.7,2500,,,,,,,Rural,true,false,2024-08-01,,7000,7000,16000,0.6,,,,,,,40
University of Arkansas at Pine Bluff,,,,Small,Public,,,0.6,,1050,,,21,,,18000,12000,0.5,0.7,3500,,,,,,,Rural,true,false,2024-08-01,,8000,8000,18000,0.6,,,,,,,44
University of Arkansas for Medical Sciences,,,,Medium,Public,,,0.5,,1250,,,27,,,25000,12000,0.6,0.8,5000,,,,,,,Urban,false,false,2024-01-15,,8000,8000,25000,0.6,,,,,,,55
University of Baltimore,,,,Medium,Public,,,0.6,,1150,,,24,,,25000,13000,0.5,0.7,6000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,25000,0.6,,,,,,,47
University of Bridgeport,,,,Medium,Private,,,0.6,,1100,,,25,,,30000,13000,0.5,0.7,5000,,,,,,,Urban,true,false,2024-01-15,,10000,10000,30000,0.7,,,,,,,48
University of California System,,,,Large,Public,,,0.2,,1400,,,32,,,45000,15000,0.85,0.95,250000,,,,,,,Urban,true,false,2024-01-01,,10000,10000,45000,0.6,,,,,,,72
"University of California, Berkeley",,,,Large,Public,,,0.14,,1400,,,32,,,45000,15000,0.92,0.95,42000,,,,,,,Urban,true,false,2024-01-01,,10000,10000,45000,0.55,,,,,,,79
"University of California, Davis",,,,Large,Public,,,0.4,,1350,,,30,,,45000,14000,0.86,0.93,38000,,,,,,,Suburban,true,false,2024-11-30,,10000,10000,45000,0.6,,,,,,,64
"University of California, Hastings College of Law",,,,Small,Public,,,0.35,,1400,,,32,,,45000,15000,0.85,0.9,1000,,,,,,,Urban,true,false,2024-01-15,,10000,10000,45000,0.7,,,,,,,64
"University of California, Irvine",,,,Large,Public,,,0.2,,1400,,,32,,,45000,15000,0.87,0.92,32000,,,,,,,Suburban,true,false,2024-01-01,,10000,10000,45000,0.6,,,,,,,72
"University of California, Los Angeles",,,,Large,Public,,,0.14,,1390,,,32,,,45000,15000,0.91,0.95,45000,,,,,,,Urban,true,false,2024-11-30,,10000,10000,45000,0.57,,,,,,,79
"University of California, Merced",,,,Medium,Public,,,0.5,,1200,,,25,,,40000,15000,0.6,0.8,8000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,40000,0.6,,,,,,,54
"University of California, Oakland",,,,Large,Public,,,0.4,,1350,,,30,,,45000,14000,0.65,0.85,30000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,45000,0.6,,,,,,,61
"University of California, Riverside",,,,Large,Public,,,0.54,,1260,,,27,,,45000,15000,0.69,0.85,23000,,,,,,,Suburban,true,false,2024-11-30,,8000,8000,45000,0.62,,,,,,,56
"University of California, San Diego",,,,Large,Public,,,0.25,,1400,,,32,,,45000,15000,0.87,0.93,38000,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,45000,0.55,,,,,,,70
"University of California, San Francisco",,,,Large,Public,,,0.15,,1400,,,32,,,45000,15000,0.85,0.95,30000,,,,,,,Urban,true,false,2024-01-01,,10000,10000,45000,0.6,,,,,,,78
"University of California, Santa Barbara",,,,Large,Public,,,0.26,,1360,,,30,,,45000,15000,0.87,0.93,25000,,,,,,,Suburban,true,false,2024-01-01,,10000,10000,45000,0.58,,,,,,,70
"University of California, Santa Cruz",,,,Large,Public,,,0.5,,1320,,,28,,,60000,15000,0.82,0.88,19000,,,,,,,Suburban,true,false,2024-01-01,,10000,10000,60000,0.6,,,,,,,60
University of Central Arkansas,,,,Medium,Public,,,0.6,,1100,,,25,,,22000,12000,0.6,0.75,11000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,22000,0.6,,,,,,,50
University of Central Florida,,,,Large,Public,,,0.45,,1280,,,27,,,22000,13000,0.68,0.87,68000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,22000,0.65,,,,,,,57
University of Central Missouri,,,,Medium,Public,,,0.6,,1100,,,24,,,18000,12000,0.6,0.75,12000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,18000,0.6,,,,,,,50
University of Central Oklahoma,,,,Medium,Public,,,0.7,,1100,,,24,,,22000,12000,0.6,0.75,15000,,,,,,,Suburban,true,false,2024-08-01,,8000,8000,22000,0.6,,,,,,,47
University of Central Texas,,,,Medium,Public,,,0.6,,1150,,,24,,,30000,12000,0.6,0.75,8000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,30000,0.65,,,,,,,49
University of Charleston,,,,Small,Private,,,0.6,,1100,,,25,,,20000,12000,0.6,0.75,2000,,,,,,,Urban,true,false,2024-01-15,,10000,10000,20000,0.7,,,,,,,48
University of Charleston South Carolina,,,,Medium,Public,,,0.6,,1200,,,25,,,36000,13000,0.65,0.78,8000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,36000,0.65,,,,,,,51
University of Chicago,,,,Medium,Private,,,0.07,,1500,,,34,,,62000,16000,0.93,0.98,15000,,,,,,,Urban,true,false,2024-01-02,,20000,20000,62000,0.7,,,,,,,82
University of Cincinnati,,,,Large,Public,,,0.76,,1230,,,25,,,35000,13000,0.67,0.85,40000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,35000,0.65,,,,,,,47
University of Colorado at Boulder,,,,Large,Public,,,0.6,,1300,,,28,,,38000,14000,0.7,0.85,35000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,38000,0.6,,,,,,,54
University of Colorado at Colorado Springs,,,,Medium,Public,,,0.6,,1200,,,25,,,30000,12000,0.6,0.75,12000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,30000,0.6,,,,,,,50
University of Colorado at Denver,,,,Medium,Public,,,0.65,,1200,,,25,,,30000,13000,0.62,0.78,15000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,30000,0.55,,,,,,,50
University of Colorado Health Sciences Center,,,,Medium,Public,,,0.5,,1300,,,28,,,36000,14000,0.7,0.85,15000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,36000,0.6,,,,,,,58
University of Connecticut,,,,Large,Public,,,0.49,,1300,,,28,,,40000,15000,0.83,0.9,20000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,40000,0.63,,,,,,,61
University of Connecticut at Avery Point,,,,Small,Public,,,0.6,,1200,,,25,,,45000,12000,0.65,0.8,2000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,45000,0.6,,,,,,,49
University of Connecticut at Hartford,,,,Medium,Public,,,0.5,,1200,,,25,,,45000,12000,0.65,0.8,8000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,45000,0.6,,,,,,,54
University of Connecticut at Stamford,,,,Small,Public,,,0.5,,1250,,,27,,,45000,13000,0.65,0.8,4000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,45000,0.6,,,,,,,54
University of Connecticut at Waterbury,,,,Small,Public,,,0.5,,1200,,,25,,,45000,12000,0.6,0.75,3000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,45000,0.6,,,,,,,52
University of Connecticut Health Center,,,,Small,Public,,,0.4,,1300,,,28,,,45000,13000,0.7,0.85,3000,,,,,,,Suburban,false,false,2024-01-01,,8000,8000,45000,0.6,,,,,,,59
University of Dallas,,,,Small,Private,,,0.5,,1230,,,27,,,40000,13000,0.7,0.8,3000,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,40000,0.7,,,,,,,55
University of Dayton,,,,Medium,Private,,,0.73,,1230,,,27,,,45000,13000,0.76,0.85,8000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,45000,0.85,,,,,,,51
University of Delaware,,,,Large,Public,,,0.65,,1300,,,28,,,35000,13000,0.85,0.9,23000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,35000,0.65,,,,,,,56
University of Denver,,,,Medium,Private,,,0.5,,1250,,,27,,,55000,13000,0.76,0.87,12000,,,,,,,Urban,true,false,2024-01-15,,20000,20000,55000,0.75,,,,,,,58
University of Detroit Mercy,,,,Medium,Private,,,0.5,,1150,,,24,,,32000,12000,0.67,0.75,7000,,,,,,,Urban,true,false,2024-01-15,,15000,15000,32000,0.7,,,,,,,53
University of Dubuque,,,,Small,Private,,,0.6,,1100,,,25,,,30000,12000,0.65,0.75,2000,,,,,,,Urban,true,false,2024-01-01,,15000,15000,30000,0.7,,,,,,,48
University of Evansville,,,,Small,Private,,,0.6,,1150,,,24,,,35000,12000,0.6,0.75,2500,,,,,,,Urban,true,false,2024-01-15,,15000,15000,35000,0.7,,,,,,,47
University of Findlay,,,,Small,Private,,,0.6,,1150,,,24,,,30000,12000,0.6,0.75,4000,,,,,,,Suburban,true,false,2024-01-15,,10000,10000,30000,0.7,,,,,,,48
University of Florida,,,,Large,Public,,,0.36,,1360,,,30,,,28000,13000,0.87,0.94,52000,,,,,,,Suburban,true,false,2024-11-01,,8000,8000,28000,0.65,,,,,,,66
University of Georgia,,,,Large,Public,,,0.4,,1350,,,30,,,30000,13000,0.85,0.93,38000,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,30000,0.6,,,,,,,64
University of Great Falls,,,,Small,Private,,,0.5,,1100,,,25,,,20000,12000,0.6,0.7,1000,,,,,,,Urban,true,false,2024-08-01,,10000,10000,20000,0.7,,,,,,,49
University of Hartford,,,,Medium,Private,,,0.55,,1200,,,25,,,40000,13000,0.65,0.75,5000,,,,,,,Urban,true,false,2024-01-15,,15000,15000,40000,0.7,,,,,,,52
University of Hawaii - Hilo,,,,Small,Public,,,0.6,,1100,,,25,,,30000,13000,0.5,0.7,3500,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,30000,0.6,,,,,,,47
University of Hawaii - Manoa,,,,Large,Public,,,0.55,,1230,,,25,,,36000,15000,0.63,0.85,20000,,,,,,,Urban,true,false,2024-01-05,,8000,8000,36000,0.65,,,,,,,53
University Of Hawaii - System,,,,Large,Public,,,0.6,,1150,,,24,,,30000,15000,0.6,0.75,20000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,30000,0.65,,,,,,,50
University of Hawaii - West Oahu,,,,Small,Public,,,0.6,,1100,,,25,,,24000,12000,0.5,0.7,3000,,,,,,,Suburban,true,false,2024-05-01,,8000,8000,24000,0.6,,,,,,,47
University of Health Sciences,,,,Medium,Public,,,0.5,,1200,,,25,,,25000,12000,0.65,0.8,8000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,25000,0.6,,,,,,,54
University of Houston,,,,Large,Public,,,0.6,,1200,,,25,,,32000,12000,0.6,0.8,46000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,32000,0.6,,,,,,,50
"University of Houston, Clear Lake",,,,Medium,Public,,,0.6,,1150,,,24,,,25000,12000,0.55,0.75,8000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,25000,0.6,,,,,,,49
"University of Houston, Downtown",,,,Medium,Public,,,0.5,,1100,,,24,,,23000,12000,0.55,0.75,15000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,23000,0.6,,,,,,,52
"University of Houston, Victoria",,,,Small,Public,,,0.6,,1100,,,25,,,21000,12000,0.5,0.7,3000,,,,,,,Suburban,true,false,2024-08-01,,8000,8000,21000,0.6,,,,,,,47
University of Idaho,,,,Medium,Public,,,0.7,,1150,,,24,,,26000,12000,0.6,0.8,12000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,26000,0.6,,,,,,,47
University of Illinois,,,,Large,Public,,,0.62,,1320,,,29,,,35000,12000,0.84,0.92,48000,,,,,,,Urban,true,false,2024-01-05,,8000,8000,35000,0.65,,,,,,,57
University of Illinois at Chicago,,,,Large,Public,,,0.65,,1200,,,25,,,30000,12000,0.67,0.85,29000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,30000,0.65,,,,,,,50
University of Illinois at Springfield,,,,Small,Public,,,0.6,,1100,,,25,,,26000,12000,0.6,0.75,4000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,26000,0.6,,,,,,,49
University of Illinois at Urbana-Champaign,,,,Large,Public,,,0.62,,1400,,,32,,,50000,13000,0.84,0.93,49000,,,,,,,Urban,true,false,2024-01-05,,8000,8000,50000,0.65,,,,,,,59
University of Indianapolis,,,,Medium,Private,,,0.6,,1150,,,24,,,32000,12000,0.6,0.75,5000,,,,,,,Urban,true,false,2024-01-15,,15000,15000,32000,0.7,,,,,,,49
University of Iowa,,,,Large,Public,,,0.84,,1300,,,28,,,30000,13000,0.73,0.87,30000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,30000,0.65,,,,,,,48
University of Kansas,,,,Large,Public,,,0.9,,1200,,,25,,,30000,12000,0.6,0.8,26000,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,30000,0.6,,,,,,,41
University of Kentucky,,,,Large,Public,,,0.85,,1230,,,26,,,30000,13000,0.65,0.85,30000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,30000,0.65,,,,,,,45
University of La Verne,,,,Medium,Private,,,0.5,,1200,,,25,,,42000,13000,0.65,0.75,8000,,,,,,,Suburban,true,false,2024-01-15,,15000,15000,42000,0.7,,,,,,,54
University of Louisiana at Lafayette,,,,Large,Public,,,0.6,,1150,,,24,,,23000,12000,0.5,0.75,19000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,23000,0.6,,,,,,,48
University of Louisiana at Monroe,,,,Medium,Public,,,0.6,,1100,,,25,,,22000,12000,0.5,0.7,9000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,22000,0.6,,,,,,,48
University of Louisville,,,,Large,Public,,,0.65,,1200,,,25,,,30000,13000,0.58,0.77,22000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,30000,0.6,,,,,,,49
University of Maine (System),,,,Medium,Public,,,0.6,,1150,,,24,,,29500,13000,0.6,0.8,12000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,29500,0.65,,,,,,,50
"University of Maine, Augusta",,,,Small,Public,,,0.7,,1100,,,25,,,24000,12000,0.5,0.7,3000,,,,,,,Urban,true,false,Rolling,,8000,8000,24000,0.6,,,,,,,44
"University of Maine, Farmington",,,,Small,Public,,,0.6,,1100,,,25,,,21000,12000,0.65,0.75,2000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,21000,0.6,,,,,,,48
"University of Maine, Fort Kent",,,,Small,Public,,,0.7,,1100,,,25,,,24000,12000,0.6,0.75,800,,,,,,,Rural,true,false,2024-08-01,,7000,7000,24000,0.6,,,,,,,43
"University of Maine, Machias",,,,Small,Public,,,0.65,,1100,,,24,,,27000,12000,0.55,0.75,800,,,,,,,Rural,true,false,2024-01-15,,8000,8000,27000,0.65,,,,,,,43
"University of Maine, Orono",,,,Medium,Public,,,0.6,,1150,,,25,,,35000,13000,0.65,0.85,12000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,35000,0.6,,,,,,,52
"University of Maine, Presque Isle",,,,Small,Public,,,0.7,,1050,,,21,,,16000,12000,0.5,0.75,1200,,,,,,,Rural,true,false,Rolling,,7000,7000,16000,0.6,,,,,,,39
University of Management & Technology,,,,Small,Private For-Profit,,,0.7,,1100,,,25,,,15000,12000,0.5,0.7,1000,,,,,,,Urban,true,false,Rolling,,8000,8000,15000,0.6,,,,,,,42
University of Mary,,,,Small,Private,,,0.5,,1150,,,24,,,15000,12000,0.6,0.75,3000,,,,,,,Urban,true,false,2024-08-01,,10000,10000,15000,0.7,,,,,,,51
University of Mary Hardin-Baylor,,,,Small,Private,,,0.5,,1150,,,25,,,32000,12000,0.6,0.8,3500,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,32000,0.7,,,,,,,52
University of Maryland (System),,,,Large,Public,,,0.45,,1300,,,28,,,35000,13000,0.85,0.9,35000,,,,,,,Suburban,true,false,2024-01-01,,10000,10000,35000,0.65,,,,,,,61
University of Maryland at Baltimore,,,,Medium,Public,,,0.55,,1250,,,27,,,30000,12000,0.65,0.85,13000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,30000,0.65,,,,,,,55
University of Maryland at College Park,,,,Large,Public,,,0.45,,1350,,,30,,,35000,13000,0.85,0.92,38000,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,35000,0.65,,,,,,,63
University of Maryland Baltimore County,,,,Medium,Public,,,0.55,,1250,,,27,,,30000,13000,0.66,0.85,13000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,30000,0.65,,,,,,,55
University of Maryland Eastern Shore,,,,Small,Public,,,0.6,,1100,,,25,,,25000,12000,0.5,0.7,4000,,,,,,,Rural,true,false,2024-01-15,,8000,8000,25000,0.6,,,,,,,47
University of Maryland Medicine,,,,Medium,Public,,,0.4,,1300,,,28,,,30000,12000,0.7,0.85,15000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,30000,0.6,,,,,,,61
University of Maryland University College,,,,Large,Public,,,0.7,,1100,,,25,,,20000,12000,0.5,0.7,30000,,,,,,,Suburban,true,false,Rolling,,8000,8000,20000,0.6,,,,,,,45
University of Massachusetts (System),,,,Large,Public,,,0.6,,1300,,,28,,,35000,14000,0.6,0.85,30000,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,35000,0.6,,,,,,,53
University of Massachusetts at Amherst,,,,Large,Public,,,0.55,,1300,,,28,,,35000,14000,0.85,0.9,30000,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,35000,0.65,,,,,,,59
University of Massachusetts at Boston,,,,Medium,Public,,,0.55,,1200,,,25,,,35000,14000,0.63,0.78,14000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,35000,0.65,,,,,,,53
University of Massachusetts at Dartmouth,,,,Medium,Public,,,0.6,,1220,,,25,,,33500,13000,0.65,0.78,8000,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,33500,0.65,,,,,,,51
University of Massachusetts at Lowell,,,,Large,Public,,,0.6,,1200,,,25,,,30000,14000,0.6,0.8,18000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,30000,0.6,,,,,,,51
University of Massachusetts Medical Center at Worcester,,,,Medium,Public,,,0.4,,1300,,,28,,,45000,12000,0.7,0.85,6000,,,,,,,Urban,false,false,2024-01-01,,8000,8000,45000,0.6,,,,,,,61
University of Medicine and Dentistry of New Jersey,,,,Medium,Public,,,0.5,,1300,,,28,,,45000,12000,0.6,0.8,8000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,45000,0.6,,,,,,,56
University of Memphis,,,,Large,Public,,,0.6,,1150,,,24,,,23000,12000,0.55,0.75,21000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,23000,0.6,,,,,,,49
University of Miami,,,,Large,Private,,,0.33,,1400,,,32,,,55000,15000,0.86,0.92,17000,,,,,,,Suburban,true,false,2024-01-01,,20000,20000,55000,0.7,,,,,,,69
University of Michigan - Ann Arbor,,,,Large,Public,,,0.2,,1450,,,32,,,50000,12000,0.93,0.97,46000,,,,,,,Urban,true,false,2024-01-01,,10000,10000,50000,0.65,,,,,,,73
University of Michigan - Dearborn,,,,Medium,Public,,,0.5,,1200,,,25,,,30000,12000,0.6,0.75,8000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,30000,0.6,,,,,,,53
University of Michigan - Flint,,,,Medium,Public,,,0.5,,1100,,,25,,,30000,13000,0.5,0.7,6000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,30000,0.6,,,,,,,51
University of Minnesota - Crookston,,,,Small,Public,,,0.6,,1100,,,25,,,24000,12000,0.6,0.75,1500,,,,,,,Rural,true,false,2024-01-01,,8000,8000,24000,0.65,,,,,,,47
University of Minnesota - Duluth,,,,Medium,Public,,,0.6,,1200,,,25,,,20000,12000,0.65,0.78,8000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,20000,0.6,,,,,,,51
University of Minnesota - Morris,,,,Small,Public,,,0.6,,1150,,,24,,,20000,12000,0.65,0.8,1200,,,,,,,Rural,true,false,2024-01-01,,8000,8000,20000,0.6,,,,,,,47
University of Minnesota - Twin Cities Campus,,,,Large,Public,,,0.6,,1300,,,28,,,35000,12000,0.7,0.85,50000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,35000,0.6,,,,,,,54
University of Mississippi,,,,Large,Public,,,0.65,,1200,,,25,,,25000,12000,0.68,0.85,21000,,,,,,,Suburban,true,false,2024-01-01,,8000,8000,25000,0.65,,,,,,,51
University of Mississippi Medical Center,,,,Small,Public,,,0.5,,1250,,,27,,,24000,12000,0.6,0.8,3000,,,,,,,Urban,false,false,2024-01-15,,8000,8000,24000,0.6,,,,,,,54
University of Missouri - Columbia,,,,Large,Public,,,0.66,,1280,,,27,,,30000,12000,0.67,0.85,30000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,30000,0.6,,,,,,,51
University of Missouri - Kansas City,,,,Medium,Public,,,0.6,,1200,,,25,,,25000,12000,0.6,0.75,14000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,25000,0.6,,,,,,,51
University of Missouri - Saint Louis,,,,Medium,Public,,,0.6,,1150,,,24,,,25000,12000,0.6,0.75,13000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,25000,0.6,,,,,,,50
University of Mobile,,,,Small,Private,,,0.5,,1100,,,25,,,20000,12000,0.6,0.7,1500,,,,,,,Suburban,true,false,2024-01-15,,15000,15000,20000,0.7,,,,,,,50
University of Montana,,,,Medium,Public,,,0.7,,1200,,,25,,,35000,13000,0.6,0.8,11000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,35000,0.6,,,,,,,48
University of Montana Western,,,,Small,Public,,,0.7,,1100,,,24,,,20000,12000,0.6,0.75,1200,,,,,,,Rural,true,false,2024-01-15,,8000,8000,20000,0.6,,,,,,,43
University of Montevallo,,,,Small,Public,,,0.6,,1100,,,25,,,20000,12000,0.6,0.75,3000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,20000,0.6,,,,,,,49
University of Nebraska (System),,,,Large,Public,,,0.75,,1250,,,26,,,25000,12000,0.65,0.85,25000,,,,,,,Urban,true,false,2024-01-01,,8000,8000,25000,0.65,,,,,,,48
University of Nebraska - Kearney,,,,Medium,Public,,,0.65,,1100,,,24,,,18000,12000,0.6,0.75,6000,,,,,,,Suburban,true,false,2024-01-15,,8000,8000,18000,0.6,,,,,,,48
University of Nebraska - Lincoln,,,,Large,Public,,,0.75,,1250,,,27,,,25000,12000,0.68,0.85,25000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,25000,0.65,,,,,,,49
University of Nebraska - Omaha,,,,Medium,Public,,,0.7,,1150,,,24,,,20000,12000,0.6,0.75,15000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,20000,0.65,,,,,,,47
University of Nebraska Medical Center,,,,Medium,Public,,,0.4,,1300,,,28,,,30000,12000,0.7,0.85,6000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,30000,0.6,,,,,,,61
University of Nevada - Las Vegas,,,,Large,Public,,,0.75,,1150,,,24,,,22000,13000,0.55,0.8,30000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,22000,0.65,,,,,,,44
University of Nevada - Reno,,,,Large,Public,,,0.75,,1180,,,25,,,28000,12000,0.65,0.8,21000,,,,,,,Urban,true,false,2024-01-15,,8000,8000,28000,0.65,,,,,,,47
University of New England,,,,Medium,Private,,,0.55,,1150,,,24,,,38000,13000,0.65,0.8,7000,,,,,,,Suburban,true,false,2024-01-15,,15000,15000,38000,0.75,,,,,,,52
"University of New England, Westbrook College Campus",,,,Small,Private,,,0.5,,1150,,,24,,,38000,13000,0.7,0.8,2000,,,,,,,Suburban,true,false,2024-01-15,,20000,20000,38000,0.7,,,,,,,52
